has_remove_from_cart,is_purchase,continent,is_new_visit,isMobile,last_add_to_cart_hour,number_of_user_actions,number_of_page_views,time_on_site,has_promo,first_add_to_cart_delay,add_to_cart_count,quick_click_count,onsite_click_count,product_click_count
False,True,Americas,False,False,9,2,24,463,False,38.231,1,1,0,0
False,False,Americas,False,True,20,5,22,1220,False,1177.897,1,4,0,0
False,False,Americas,True,False,11,3,24,853,False,215.08,1,1,0,1
False,True,Americas,True,False,12,4,26,567,False,53.056999999999995,2,2,0,0
False,False,Americas,True,False,17,5,34,781,False,197.705,3,1,0,1
False,False,Asia,True,False,5,12,27,971,False,546.1990000000002,6,5,1,0
False,False,Americas,True,False,10,6,35,1005,False,667.7660000000002,2,4,0,0
False,False,Americas,True,False,20,15,28,1765,True,350.79,1,6,0,6
False,True,Americas,True,False,15,16,37,450,False,43.95399999999999,6,10,0,0
True,False,Americas,False,True,12,13,45,1187,False,209.683,6,6,0,0
True,True,Americas,True,False,19,11,49,2111,False,1030.154,3,6,0,1
False,False,Americas,True,False,9,20,44,2130,True,1353.443,1,9,0,9
False,True,Americas,True,True,16,21,60,1060,True,42.221000000000004,12,8,0,0
False,False,Americas,True,True,15,46,96,2163,True,46.065,17,22,0,0
False,False,Americas,False,False,11,1,2,17,False,0.0,1,0,0,0
False,False,Europe,True,True,1,1,3,117,False,111.301,1,0,0,0
False,False,Americas,False,False,14,1,4,184,False,180.047,1,0,0,0
False,False,Europe,True,False,2,1,4,357,False,353.199,1,0,0,0
False,False,Americas,False,False,23,2,3,19,False,13.126,1,1,0,0
False,False,Americas,True,False,19,2,4,25,False,21.795,1,1,0,0
False,False,Americas,True,False,10,3,3,62,False,60.68600000000001,1,1,0,1
False,False,Oceania,True,False,16,2,4,25,False,22.156,1,1,0,0
False,False,Asia,True,False,1,1,5,51,False,22.363000000000003,1,0,0,0
False,False,Europe,False,False,9,2,4,54,False,49.254,1,1,0,0
False,False,Americas,True,True,21,2,4,110,False,50.125,1,1,0,0
False,False,Asia,True,False,1,2,4,62,True,56.008,1,0,0,0
False,False,Americas,False,False,9,3,4,41,False,36.760999999999996,1,2,0,0
False,False,Africa,True,False,7,3,4,177,False,170.372,2,1,0,0
False,False,Americas,False,True,20,3,4,30,False,16.14,1,2,0,0
False,False,Europe,True,False,5,2,6,122,False,102.63600000000001,1,1,0,0
False,False,Americas,True,True,18,2,6,253,False,195.34599999999998,1,1,0,0
False,False,Europe,True,False,2,3,5,47,False,45.218,1,1,0,1
True,False,Asia,False,False,23,3,5,61,False,33.79,1,1,0,0
True,False,Americas,False,False,8,3,5,134,False,98.095,1,1,0,0
False,False,Americas,False,False,8,3,5,96,False,93.397,1,1,0,1
False,False,Europe,True,False,2,2,6,934,False,26.05,1,1,0,0
False,False,Europe,True,False,11,3,5,48,True,26.809,1,1,0,0
False,False,Americas,True,True,19,2,7,163,False,153.132,1,1,0,0
False,False,Americas,False,False,9,1,8,333,False,192.174,1,0,0,0
False,False,(not set),False,False,4,2,7,265,False,157.05,1,1,0,0
False,False,Europe,False,False,3,2,7,168,False,41.989,1,1,0,0
False,False,Europe,True,False,1,3,6,158,False,154.55700000000004,1,1,0,1
False,False,Europe,False,False,7,2,7,68,False,21.011,1,1,0,0
False,False,Americas,False,False,13,3,6,66,False,34.239000000000004,2,1,0,0
False,False,Americas,False,True,18,2,7,69,False,60.056999999999995,1,1,0,0
False,False,Africa,False,False,7,1,9,590,False,220.171,1,0,0,0
False,False,Americas,True,False,7,3,8,121,False,72.82300000000002,1,2,0,0
False,False,Americas,False,True,13,4,7,155,True,76.075,1,2,0,0
False,False,Europe,True,False,7,1,10,285,False,122.51,1,0,0,0
True,False,Americas,False,False,18,4,7,168,False,56.593999999999994,2,1,0,0
False,False,Americas,False,False,11,3,9,61,False,8.984,3,0,0,0
False,True,Americas,False,False,11,2,10,1519,False,11.12,1,1,0,0
False,False,Americas,True,False,2,3,9,174,True,170.8,1,1,0,0
False,False,Americas,False,True,12,4,8,87,False,61.215,1,3,0,0
False,False,Asia,True,True,23,5,7,485,False,11.395,2,3,0,0
False,False,Europe,False,False,21,5,7,376,False,316.49,3,1,0,1
False,False,Americas,False,False,8,2,11,74,False,25.243000000000002,1,1,0,0
False,False,Europe,True,True,11,4,9,186,False,159.735,1,3,0,0
False,False,Americas,False,False,20,3,10,152,False,61.801,1,2,0,0
False,False,Americas,True,False,19,3,10,795,False,452.64099999999996,1,2,0,0
False,False,Asia,True,True,19,3,11,212,True,113.074,1,1,0,0
False,False,Europe,False,False,8,6,8,1932,True,8.292,2,3,0,0
True,False,Americas,True,False,7,3,11,293,False,7.784,1,1,0,0
False,False,Asia,True,True,0,7,7,204,False,139.13,1,6,0,0
False,False,Europe,False,False,4,3,12,812,True,102.85700000000001,1,1,0,0
False,False,Americas,True,False,7,2,13,272,False,38.308,1,1,0,0
True,False,Americas,True,False,17,4,11,216,False,213.02200000000002,1,2,0,0
False,True,Americas,False,False,12,1,14,1795,False,1293.112,1,0,0,0
True,False,Americas,False,False,11,5,10,59,False,38.821,2,2,0,0
False,False,Americas,True,False,10,2,14,2473,False,637.952,1,1,0,0
False,False,Asia,True,False,1,6,10,338,True,3.7260000000000004,2,1,0,0
True,True,Americas,False,False,11,3,13,222,False,40.330999999999996,1,1,0,0
False,False,Americas,True,True,12,6,11,655,False,581.852,1,3,0,2
False,True,Americas,False,False,8,2,15,623,False,62.368,1,1,0,0
False,False,Asia,True,False,4,7,10,453,False,268.052,3,3,0,1
False,False,Americas,True,True,10,4,14,165,False,55.07,1,3,0,0
True,False,Asia,True,False,9,4,15,892,False,873.471,1,1,0,1
False,False,Americas,True,False,8,2,17,567,False,136.037,1,1,0,0
False,True,Americas,True,False,18,2,17,257,False,37.463,1,1,0,0
False,True,Americas,False,False,16,3,16,475,False,298.769,1,2,0,0
False,False,Americas,False,False,10,6,14,161,False,109.889,2,3,0,1
False,False,Americas,True,False,15,7,14,416,True,184.40400000000002,2,1,0,0
True,False,Americas,True,False,16,8,13,294,False,12.777000000000001,2,5,0,0
False,False,(not set),True,False,2,3,19,3137,False,3094.4829999999997,1,2,0,0
False,False,Americas,False,False,23,10,12,368,True,219.407,3,3,0,3
False,True,Americas,False,False,11,3,20,638,False,10.347000000000001,3,0,0,0
False,False,Americas,True,False,14,7,16,229,False,47.26300000000001,3,4,0,0
False,True,Americas,False,False,9,6,18,331,False,68.089,3,3,0,0
False,False,Americas,False,False,17,7,17,202,False,98.75200000000001,2,3,0,2
False,False,Americas,False,False,11,6,20,301,False,12.695,2,3,0,1
True,False,Americas,False,False,19,10,40,1985,False,1132.5410000000004,2,4,0,3
True,True,Americas,True,False,20,7,20,658,False,353.374,1,2,0,2
True,True,Americas,True,False,15,7,22,391,True,145.279,2,2,0,1
True,False,Americas,False,False,13,11,18,309,False,108.898,5,4,0,0
True,False,Americas,False,False,15,10,19,227,True,39.489000000000004,3,4,0,0
True,False,Americas,True,True,6,9,23,1363,True,939.3639999999999,3,3,0,1
True,False,Americas,False,False,14,9,23,517,False,284.758,2,3,0,2
True,False,Americas,False,False,7,6,26,2437,False,280.127,3,2,0,0
False,False,Americas,False,False,11,2,31,1492,False,1186.264,1,1,0,0
False,True,Americas,False,False,20,6,27,1174,False,0.0,2,2,0,2
False,False,Americas,False,True,8,10,23,382,False,352.963,1,9,0,0
False,False,Americas,True,False,21,5,29,3294,False,128.5,3,2,0,0
True,False,Europe,True,False,4,7,28,443,False,98.537,3,3,0,0
False,False,Americas,False,False,21,10,25,743,False,36.385999999999996,4,5,0,1
False,False,Africa,False,False,6,1,37,1800,False,40.71,1,0,0,0
False,True,Americas,False,False,7,11,27,1004,False,92.771,4,7,0,0
True,False,Europe,False,False,3,14,27,557,False,360.149,4,9,0,0
True,False,Americas,True,False,10,10,31,919,True,80.025,4,2,0,0
False,False,Americas,False,False,17,10,34,902,True,120.64,1,4,0,3
False,False,Europe,True,False,5,15,30,905,False,121.54899999999999,2,10,0,3
False,False,Americas,True,False,10,16,29,2036,True,1431.9070000000006,3,10,0,0
True,False,Americas,False,False,15,14,32,508,False,27.397,5,5,1,0
False,False,Asia,True,False,7,17,37,982,False,141.394,2,10,0,5
True,False,Asia,True,False,2,16,39,1018,True,418.285,2,7,0,3
False,True,Americas,True,False,20,12,44,1634,False,95.132,5,7,0,0
False,True,Americas,False,False,8,10,47,2044,False,1490.28,3,4,0,3
False,False,Americas,False,False,18,24,34,1932,False,1742.859,2,14,0,8
True,False,Americas,True,False,11,15,45,3003,False,43.861000000000004,5,8,0,0
True,True,Americas,False,False,12,17,46,2804,False,1147.7069999999999,4,5,0,3
False,False,Americas,False,False,10,24,41,997,True,235.283,7,10,0,6
True,False,Europe,True,True,7,14,51,1261,False,117.98299999999999,7,6,0,0
True,False,Americas,False,False,14,26,45,750,False,90.77799999999999,8,12,0,4
False,False,Americas,False,False,11,12,60,1001,False,195.91299999999998,6,6,0,0
False,True,Americas,False,False,20,23,51,1048,False,351.184,4,14,0,5
True,True,Americas,False,False,10,24,58,2614,True,1795.9229999999998,7,10,0,1
True,False,Americas,True,False,19,20,71,1896,False,1171.297,2,9,0,7
False,True,Americas,True,True,4,25,75,1366,True,57.76300000000001,11,12,0,0
False,False,Americas,False,False,15,26,76,2540,False,99.661,12,12,0,2
True,False,Asia,False,False,1,28,76,3600,False,517.2090000000002,11,12,0,0
False,True,Americas,False,False,19,46,102,1786,False,32.981,22,24,0,0
False,False,Americas,True,False,16,42,106,2429,False,2258.389,2,20,0,20
False,False,Asia,True,False,10,101,185,2988,False,136.02,61,40,0,0
False,False,Americas,False,False,11,1,1,3,False,0.0,1,0,0,0
False,False,Americas,False,True,8,1,2,1700,False,1700.454,1,0,0,0
False,False,Americas,True,True,12,2,2,6,False,6.013999999999999,1,1,0,0
False,False,Americas,False,False,20,2,3,14,False,10.987,1,1,0,0
False,False,Americas,True,False,13,2,4,74,False,71.05199999999998,1,1,0,0
False,False,Americas,False,True,10,2,5,67,False,36.352,1,1,0,0
False,False,Europe,True,False,7,3,4,46,False,40.297,2,1,0,0
False,False,Europe,True,False,2,2,5,111,False,106.2,1,1,0,0
False,False,Americas,False,False,15,2,6,56,False,43.617,1,1,0,0
False,False,Americas,True,False,13,3,5,128,False,111.863,1,2,0,0
False,False,Americas,False,False,16,3,5,285,True,278.887,1,1,0,0
False,False,Americas,True,False,9,2,6,117,False,90.598,1,1,0,0
False,False,Europe,True,False,3,2,6,89,False,68.22399999999999,1,1,0,0
False,False,Asia,True,True,3,2,6,232,False,45.733999999999995,2,0,0,0
False,False,Americas,True,False,14,2,7,89,False,85.708,1,1,0,0
False,False,Americas,True,False,12,2,7,1532,False,21.469,1,1,0,0
False,False,Americas,True,False,11,3,6,33,False,29.494,1,2,0,0
False,False,Europe,False,False,2,4,5,45,True,41.041000000000004,2,1,0,0
False,False,Europe,False,False,10,3,6,1076,True,1053.562,1,1,0,0
False,False,Americas,True,False,5,2,7,166,False,22.142,1,1,0,0
False,True,Americas,False,False,9,1,8,191,False,0.0,1,0,0,0
False,False,Americas,True,False,22,3,7,164,True,33.041,1,1,0,0
False,False,Americas,False,False,22,2,8,147,False,95.307,1,1,0,0
False,False,Americas,False,False,20,3,7,73,False,48.82100000000001,1,2,0,0
False,False,Americas,False,False,6,3,7,222,False,111.77799999999999,1,1,0,1
True,False,Oceania,True,False,1,3,7,79,False,19.72,1,1,0,0
False,False,Europe,True,False,13,3,8,397,True,44.191,1,1,0,0
False,False,Americas,False,False,8,4,7,78,False,75.388,1,3,0,0
False,False,Americas,False,True,21,3,8,81,False,42.631,1,1,0,1
False,False,Asia,True,False,18,2,9,76,False,40.561,1,1,0,0
False,False,Americas,False,False,16,4,7,59,False,16.956,2,2,0,0
False,False,Americas,True,False,12,2,9,288,False,8.449,1,1,0,0
False,False,Americas,True,True,4,3,9,52,True,42.523999999999994,1,1,0,0
False,False,Asia,True,False,10,4,8,385,True,329.809,1,2,0,0
False,False,Americas,False,True,18,5,7,58,True,41.608000000000004,1,3,0,0
False,False,Asia,True,True,5,5,7,136,False,42.305,2,3,0,0
False,True,Americas,False,False,6,2,10,1135,False,130.619,2,0,0,0
False,False,Americas,False,False,11,4,9,189,False,36.312,2,2,0,0
True,False,Americas,False,False,10,5,8,76,False,48.63,1,1,0,0
False,True,Americas,False,False,15,2,11,160,False,24.511999999999997,1,1,0,0
True,False,Americas,False,False,13,3,10,470,False,105.35600000000001,1,1,0,0
False,False,Asia,False,True,5,3,10,432,False,185.334,1,2,0,0
True,False,Americas,True,True,13,4,9,1373,False,673.918,3,0,0,0
False,False,Asia,True,False,20,3,11,1532,True,168.625,1,1,0,0
False,False,Americas,True,False,14,4,10,152,False,126.185,2,2,0,0
False,False,Americas,True,False,15,2,13,270,False,252.61900000000003,1,1,0,0
False,False,Americas,True,False,14,4,11,127,True,116.51799999999999,1,1,0,1
False,False,Asia,True,False,16,5,10,256,False,142.203,1,3,0,1
False,False,Americas,True,False,9,4,11,599,True,110.22,1,1,0,1
False,False,Americas,True,True,11,5,10,273,True,139.994,2,2,0,0
False,False,Americas,True,False,13,2,13,416,False,282.39,1,1,0,0
False,False,Americas,True,True,16,6,9,147,False,77.197,2,4,0,0
False,True,Americas,True,False,9,2,13,382,False,41.292,1,1,0,0
False,False,Americas,False,False,21,5,11,112,True,86.81,1,2,0,1
True,False,Americas,False,False,12,4,12,188,False,18.643,1,2,0,0
False,True,Americas,True,False,13,2,14,470,False,92.419,1,1,0,0
False,False,Europe,True,False,4,5,11,157,False,143.17600000000004,1,3,0,1
False,False,Americas,False,False,15,3,13,239,False,0.0,2,1,0,0
False,True,Americas,True,False,12,2,14,483,False,40.525999999999996,1,1,0,0
False,False,Americas,False,False,11,4,13,127,False,47.558,1,2,0,1
False,False,Americas,True,False,9,4,14,237,False,164.705,1,2,0,1
False,False,Americas,True,False,17,6,12,203,False,166.237,3,3,0,0
False,False,Americas,True,False,8,2,16,239,False,10.341,1,1,0,0
False,True,Americas,True,False,10,3,16,505,True,187.912,1,1,0,0
False,False,Americas,True,False,21,4,15,569,False,66.105,2,2,0,0
False,True,Americas,True,False,16,3,16,446,False,73.512,1,2,0,0
True,False,Americas,True,True,20,5,14,273,False,208.078,1,3,0,0
False,False,Asia,True,False,5,4,16,621,False,184.313,1,3,0,0
False,False,Europe,True,False,9,5,16,260,False,255.778,1,3,0,1
False,True,Americas,False,False,8,4,17,759,False,34.95,2,2,0,0
False,False,Americas,False,True,6,6,15,1121,False,31.357,2,4,0,0
False,False,Americas,True,False,14,7,16,306,False,210.112,4,2,0,1
False,True,Americas,True,False,10,4,19,331,False,68.828,2,2,0,0
False,False,Americas,True,False,10,5,18,297,False,41.375,2,3,0,0
False,False,Americas,True,False,18,4,20,447,False,444.043,1,3,0,0
False,True,Americas,False,False,6,6,19,437,False,176.99,3,3,0,0
False,True,Americas,False,False,13,6,21,714,False,380.65,1,5,0,0
False,False,Americas,True,True,17,9,18,1549,False,210.81900000000002,3,5,0,1
False,False,Americas,True,False,16,4,25,685,False,44.695,1,2,0,1
False,False,Europe,True,False,13,11,18,413,True,76.238,2,4,0,2
False,False,Americas,True,False,20,7,22,329,False,208.234,2,5,0,0
False,False,Americas,True,False,17,6,24,437,False,50.096000000000004,3,3,0,0
False,False,Americas,True,True,16,10,20,472,True,465.598,1,7,0,1
False,False,Americas,True,False,11,11,19,283,False,88.022,2,5,0,4
False,False,Americas,True,False,11,7,24,309,True,42.46,3,3,0,0
False,False,Europe,True,False,6,9,22,316,False,28.566,2,4,0,3
False,False,Americas,False,False,8,9,23,1869,True,75.885,2,3,0,2
True,False,Americas,False,False,9,10,22,495,False,290.245,4,5,0,0
False,False,Americas,True,False,9,11,21,350,True,63.696999999999996,2,4,0,2
False,False,Oceania,False,False,20,8,24,1004,False,378.91900000000004,2,5,0,1
False,False,Americas,True,True,17,10,24,481,True,134.822,4,5,0,0
False,False,Americas,True,True,14,12,22,906,True,138.47299999999998,4,5,0,0
False,False,Americas,True,False,7,8,26,537,False,126.689,4,4,0,0
False,False,Americas,True,False,14,13,22,227,True,111.494,1,7,0,4
False,False,Americas,False,False,6,12,23,379,False,35.29,6,6,0,0
False,True,Americas,True,True,15,4,31,953,False,68.078,1,3,0,0
False,True,Americas,False,False,11,19,18,212,False,43.472,1,1,0,0
True,True,Americas,False,False,13,9,28,3192,True,262.575,3,4,0,0
False,False,Americas,False,False,6,10,28,451,False,23.31,5,5,0,0
False,True,Americas,False,False,12,10,28,483,False,166.207,5,5,0,0
False,False,Americas,False,False,10,14,24,475,False,471.30699999999996,1,7,0,6
True,True,Americas,False,False,10,12,31,2132,False,90.89299999999999,3,7,0,0
False,True,Americas,False,True,13,8,35,892,False,205.169,3,5,0,0
False,False,Americas,False,True,19,7,36,1813,False,109.884,2,5,0,0
True,False,Americas,False,False,6,19,25,345,False,17.692999999999994,8,8,0,0
True,False,Europe,True,False,4,11,33,1159,False,898.051,1,7,0,1
False,False,Americas,True,False,8,11,34,879,True,124.34100000000001,3,7,0,0
False,True,Americas,False,False,10,9,36,1133,False,392.236,2,7,0,0
False,False,Europe,True,False,19,15,31,852,False,499.392,5,10,0,0
False,False,Americas,False,False,20,13,34,863,False,239.56900000000002,3,10,0,0
True,True,Americas,False,False,8,9,41,841,False,124.225,3,4,0,1
False,False,Americas,True,True,20,15,37,1291,False,180.418,6,9,0,0
True,False,Americas,False,False,15,21,31,505,False,304.002,6,8,0,4
True,True,Americas,False,False,14,9,44,782,False,176.343,3,5,0,0
False,False,Americas,False,False,22,3,51,2799,False,126.428,1,2,0,0
False,False,Americas,True,False,3,16,40,948,True,105.053,6,6,0,0
False,True,Americas,False,False,1,9,48,2507,False,1509.8729999999994,4,5,0,0
True,True,Americas,True,False,13,18,41,668,False,143.291,4,8,0,4
False,False,Americas,True,False,0,17,45,1525,False,9.69,3,14,0,0
True,False,Americas,True,True,5,24,39,645,True,220.399,5,16,0,0
True,False,Asia,False,False,3,38,27,656,False,237.78599999999997,3,5,0,1
False,False,Americas,True,False,9,7,58,1088,True,1014.046,2,4,0,0
False,True,Americas,False,False,8,6,62,4172,False,68.357,3,3,0,0
False,False,Americas,True,False,23,22,49,2878,False,219.618,3,14,0,5
True,False,Americas,True,False,18,26,51,2082,False,631.901,5,16,0,4
False,False,Americas,True,False,23,34,50,1201,False,251.87099999999998,9,25,0,0
True,True,Americas,False,False,23,25,60,2900,False,307.9,5,10,0,2
True,False,Americas,True,False,6,33,55,3978,False,104.26899999999999,9,9,0,3
False,True,Americas,False,True,10,25,64,1898,True,181.34599999999998,11,13,0,0
True,False,Americas,False,False,17,28,76,3259,False,426.055,11,14,0,1
True,True,Americas,False,False,21,30,77,4593,False,544.505,5,20,0,4
True,True,Americas,False,False,6,34,75,1601,False,527.105,10,17,0,5
False,True,Americas,False,False,11,35,78,4162,False,277.73900000000003,16,18,0,1
False,True,Asia,False,False,22,34,88,3677,False,721.048,3,18,0,13
False,True,Americas,True,False,15,35,90,3395,False,742.158,6,19,0,10
False,True,Americas,False,True,12,10,117,5406,False,66.582,4,6,0,0
True,True,Americas,False,False,15,25,113,14279,False,2275.578,10,14,0,0
True,False,Americas,False,False,20,54,128,2720,False,94.645,15,33,0,4
True,True,Americas,False,False,15,71,137,4554,False,75.268,12,26,0,21
True,True,Americas,False,False,13,38,309,5023,False,595.691,16,19,0,1
False,False,Europe,True,False,1,3,7,51,False,23.914,2,1,0,0
False,False,Europe,True,True,12,5,9,265,False,152.61700000000005,1,4,0,0
True,False,Americas,True,False,13,7,14,394,False,353.966,1,5,0,0
False,False,Americas,True,False,0,4,18,437,False,161.97299999999996,1,3,0,0
False,False,Americas,False,False,16,12,26,427,False,0.0,4,5,0,3
False,False,Asia,True,False,19,27,52,4817,False,3256.008,1,19,0,7
False,True,Americas,False,False,10,16,202,3438,False,51.181000000000004,7,9,0,0
True,True,Americas,False,True,14,46,341,8805,False,156.53799999999995,20,24,0,0
False,True,Americas,False,False,8,31,469,7667,False,115.156,16,15,0,0
False,False,Americas,False,False,15,1,2,39,False,35.372,1,0,0,0
False,False,Americas,True,False,10,1,4,74,False,71.00399999999998,1,0,0,0
False,False,Europe,True,False,4,2,3,282,False,281.994,1,1,0,0
False,False,Americas,True,True,18,2,4,240,False,235.03400000000002,1,1,0,0
False,False,Americas,False,False,15,2,4,28,False,24.025,1,1,0,0
False,False,Americas,True,False,21,2,5,167,False,129.232,1,1,0,0
False,False,Europe,False,False,13,2,5,54,False,51.75899999999999,1,1,0,0
False,False,Americas,True,False,7,2,5,266,False,26.741999999999997,1,1,0,0
False,False,Americas,False,False,6,2,6,38,False,26.801,1,1,0,0
False,False,Europe,True,False,4,3,5,60,False,43.88399999999999,2,1,0,0
False,False,Americas,False,False,7,2,6,110,False,106.154,1,1,0,0
False,False,Europe,True,False,15,2,7,204,False,190.105,1,1,0,0
True,False,Americas,True,False,21,3,6,1468,False,310.5540000000001,1,1,0,0
False,False,Asia,False,False,1,2,7,992,False,6.843,1,1,0,0
False,False,Europe,True,False,5,3,6,151,False,124.536,2,1,0,0
False,False,Europe,True,True,10,2,7,125,False,117.505,1,1,0,0
False,False,Americas,False,False,16,2,7,111,False,10.419,1,1,0,0
False,False,Americas,False,False,7,2,8,168,False,101.81200000000001,1,1,0,0
False,False,Americas,True,False,8,2,8,110,False,31.628,1,1,0,0
False,False,Asia,True,False,9,3,7,96,False,27.864,2,1,0,0
False,False,Americas,True,True,19,2,8,211,False,35.658,1,1,0,0
False,False,Americas,True,False,5,3,8,253,False,250.076,1,2,0,0
False,False,Americas,True,True,10,3,8,219,False,202.952,1,1,0,1
False,False,Europe,True,False,13,2,9,289,False,53.01,1,1,0,0
False,False,Europe,True,False,0,2,9,148,False,19.944000000000006,1,1,0,0
False,False,Americas,True,False,18,4,7,58,False,16.165,2,2,0,0
False,True,Americas,False,False,5,2,9,229,False,17.037,1,1,0,0
False,False,Asia,True,False,7,3,9,427,False,97.102,2,1,0,0
True,False,Americas,False,False,17,4,8,124,False,82.145,1,1,0,0
False,False,Americas,False,False,7,2,10,219,False,128.138,1,1,0,0
False,False,Europe,True,False,13,1,11,178,False,121.055,1,0,0,0
False,False,Americas,True,False,12,5,7,928,False,101.161,1,4,0,0
False,False,Americas,True,False,18,2,11,123,False,112.76700000000001,1,1,0,0
False,True,Americas,False,False,8,2,11,287,False,71.491,1,1,0,0
False,True,Americas,True,False,8,2,11,174,False,25.261,1,1,0,0
False,False,Americas,False,False,13,4,9,1094,False,1070.35,2,2,0,0
False,False,Americas,False,False,9,4,9,328,False,325.286,1,2,0,1
False,False,Asia,True,True,11,3,10,149,False,74.781,1,1,0,1
False,False,Americas,False,False,11,1,13,310,False,290.199,1,0,0,0
False,False,Europe,True,False,10,6,8,94,False,29.881,2,4,0,0
False,False,Americas,True,False,11,2,12,501,False,495.466,1,1,0,0
False,False,Europe,True,False,8,5,9,74,False,46.161,1,4,0,0
False,False,Americas,True,False,14,4,11,121,False,69.115,2,2,0,0
False,False,Americas,True,False,10,2,13,312,False,218.297,1,1,0,0
False,False,Americas,True,False,19,5,11,609,False,97.87,2,2,0,1
False,True,Americas,False,False,7,2,14,313,False,75.794,1,1,0,0
True,False,Americas,True,False,7,2,14,370,False,89.62200000000001,1,0,0,0
False,False,Europe,True,False,8,2,15,210,False,104.355,1,1,0,0
True,False,Americas,False,False,10,3,15,1008,False,93.275,1,1,0,0
False,False,Americas,True,False,8,3,15,199,False,40.034,1,1,0,1
False,False,Americas,False,False,15,4,14,346,False,249.457,1,3,0,0
False,False,Europe,True,True,2,7,11,96,False,75.31,1,6,0,0
False,False,Americas,True,True,3,2,17,664,False,271.375,1,1,0,0
False,True,Americas,False,False,21,2,17,242,False,44.292,1,1,0,0
False,False,Americas,True,True,22,4,15,641,False,64.192,1,3,0,0
False,False,Americas,True,False,4,5,15,239,False,235.36700000000002,1,3,0,1
False,False,Americas,True,True,21,2,18,451,False,433.776,1,1,0,0
False,False,Americas,True,True,17,5,15,1219,False,167.299,2,3,0,0
False,True,Americas,True,True,11,1,19,940,False,341.8830000000001,1,0,0,0
False,False,Americas,True,True,7,4,17,293,False,79.15100000000002,1,3,0,0
False,False,Americas,True,False,6,2,19,374,False,116.15700000000001,2,0,0,0
False,False,Asia,True,False,9,11,10,179,False,71.37899999999998,1,0,0,0
False,False,Americas,True,False,11,8,14,327,False,199.322,2,4,0,2
True,False,Americas,False,False,9,5,17,554,False,28.371,2,2,0,0
False,False,Americas,True,False,10,6,16,262,False,183.582,2,4,0,0
True,False,Americas,True,False,7,8,14,213,False,24.023000000000003,4,3,0,0
False,False,Americas,False,True,3,6,17,287,False,37.931,3,3,0,0
False,True,Americas,False,False,6,5,18,499,False,59.468,2,3,0,0
False,False,Americas,True,False,12,5,19,330,False,277.86,2,2,0,1
False,False,Americas,True,False,11,7,17,302,False,240.018,3,4,0,0
False,False,Americas,True,False,14,2,22,330,False,105.49,1,1,0,0
False,False,Americas,True,True,3,6,19,320,False,76.908,3,3,0,0
False,False,Americas,True,True,5,11,15,1460,False,52.354,5,5,0,1
False,False,Europe,True,True,13,4,23,406,False,374.48400000000004,1,3,0,0
False,False,Americas,True,False,16,6,22,838,False,361.464,1,3,0,2
False,False,Americas,True,False,11,7,21,402,False,241.454,3,4,0,0
False,False,Europe,True,False,16,5,23,411,False,247.878,1,4,0,0
False,False,(not set),False,False,21,5,23,335,False,6.369,3,2,0,0
False,True,Americas,True,False,21,8,21,447,False,27.829,2,4,0,2
False,False,Americas,False,False,22,10,20,347,False,23.608,3,5,0,2
False,False,Americas,True,False,18,8,22,368,False,155.60399999999996,1,5,0,2
False,False,Americas,True,True,14,13,19,443,False,387.981,1,11,0,1
False,False,Asia,True,False,6,8,25,644,False,118.861,1,7,0,0
False,False,Americas,False,True,19,10,23,1813,False,1670.589,3,7,0,0
True,False,Americas,True,False,16,5,29,704,False,97.775,1,2,0,1
False,True,Americas,False,False,13,9,25,396,False,19.963,4,4,0,1
False,False,Americas,False,True,3,6,29,631,False,22.285999999999998,3,3,0,0
False,True,Americas,False,False,9,8,27,582,False,72.22399999999998,4,4,0,0
True,True,Americas,False,True,13,5,30,2581,False,46.83600000000001,2,2,0,0
False,True,Americas,False,False,12,6,29,702,False,339.57199999999995,3,3,0,0
False,False,Americas,True,True,6,8,28,1486,False,1354.2910000000004,1,4,0,3
False,False,Asia,True,False,3,7,29,2388,False,2071.975,2,5,0,0
False,False,Americas,False,False,10,11,26,440,False,162.031,4,6,0,1
False,False,Americas,True,False,15,8,30,2072,False,280.89,4,4,0,0
True,True,Americas,False,False,17,10,28,1242,False,31.31900000000001,4,4,0,1
True,False,Asia,True,True,10,11,27,553,False,237.472,6,4,0,0
False,False,Americas,False,True,9,9,31,1022,False,103.59899999999999,4,5,0,0
False,True,Americas,False,False,20,9,31,500,False,23.31900000000001,5,3,0,1
True,True,Americas,False,False,8,8,33,1937,False,252.567,4,2,0,0
False,False,Americas,True,False,13,8,34,888,False,211.576,3,4,0,1
False,False,Americas,True,False,11,18,27,638,False,259.298,3,8,0,7
False,False,Americas,True,False,10,11,35,1778,False,130.424,4,6,0,1
True,True,Americas,False,False,11,11,36,2062,False,1190.504,5,5,0,0
True,True,Americas,True,False,11,10,37,921,False,135.07,4,3,0,0
False,False,Americas,True,True,16,19,30,334,False,47.292,10,8,0,1
True,False,Americas,False,False,11,10,41,702,False,73.125,4,4,0,0
False,True,Americas,False,False,10,10,41,989,False,87.369,5,5,0,0
False,True,Americas,False,False,11,16,35,1190,False,723.664,4,8,0,4
False,False,Asia,True,False,0,15,36,536,False,368.801,1,8,0,6
False,True,Americas,True,False,17,13,39,833,False,64.859,6,7,0,0
True,True,Americas,False,False,20,11,42,845,False,75.873,3,5,0,2
