has_remove_from_cart,is_purchase,continent,is_new_visit,isMobile,last_add_to_cart_hour,number_of_user_actions,number_of_page_views,time_on_site,has_promo,first_add_to_cart_delay,add_to_cart_count,quick_click_count,onsite_click_count,product_click_count
False,False,Asia,True,False,22,5,11,189,False,88.021,1,3,0,1
False,False,Americas,True,False,12,3,13,308,False,138.966,1,1,0,1
False,False,Americas,True,False,18,3,14,305,False,106.671,2,1,0,0
False,False,Europe,True,False,9,5,12,175,False,63.107,1,3,0,1
False,False,Americas,True,False,8,3,14,506,False,68.873,1,1,0,1
True,False,Americas,True,True,17,2,16,229,False,81.163,1,0,0,0
False,False,Europe,True,True,11,4,14,363,False,251.072,1,2,0,1
False,False,Americas,True,False,16,6,12,475,False,316.013,5,1,0,0
False,False,Americas,True,True,10,4,14,309,False,164.37599999999995,1,2,0,1
False,True,Americas,False,False,17,2,16,296,False,44.99800000000001,1,1,0,0
False,False,Asia,True,False,13,7,13,488,False,302.08299999999997,3,2,0,2
False,False,Asia,True,True,2,8,12,315,False,126.012,3,3,0,2
False,False,Americas,True,True,17,2,18,591,False,54.144,1,1,0,0
False,False,Americas,True,True,10,5,15,324,False,200.52599999999998,1,3,0,1
False,False,Asia,False,True,2,6,14,521,False,81.46300000000002,1,4,0,1
False,False,Americas,True,False,1,7,13,337,False,101.23299999999999,1,5,0,1
False,False,Americas,True,False,9,5,15,584,False,116.88600000000001,2,2,0,1
False,False,Europe,True,True,14,1,19,1053,False,791.623,1,0,0,0
False,False,Americas,True,False,4,4,17,1008,False,340.014,1,2,0,1
False,False,Americas,True,True,13,6,15,404,False,394.75800000000004,1,3,0,2
False,False,Asia,True,False,1,6,15,642,False,331.4480000000001,2,3,0,1
False,False,Americas,False,False,15,4,18,493,False,304.7940000000001,1,3,0,0
False,True,Americas,True,True,11,2,20,669,False,58.233000000000004,1,1,0,0
False,True,Americas,False,False,17,3,19,503,False,0.0,2,1,0,0
False,True,Americas,True,True,10,4,19,372,False,26.195,1,3,0,0
False,True,Americas,True,True,8,6,17,425,False,17.410999999999998,2,4,0,0
False,True,Americas,False,True,9,2,22,1203,False,1050.855,1,1,0,0
False,False,Europe,True,False,8,6,18,433,False,25.746,2,4,0,0
False,False,Asia,True,False,10,8,17,641,False,408.325,2,4,0,2
True,True,Americas,False,False,13,7,18,518,False,76.138,2,3,0,1
False,False,Americas,True,True,9,6,19,267,False,87.619,2,4,0,0
False,False,Asia,False,True,7,8,18,659,False,107.976,2,4,0,2
False,False,Americas,True,False,4,2,25,950,False,731.7180000000003,1,1,0,0
False,False,Americas,True,False,16,8,19,1023,False,86.641,2,4,0,2
True,False,Americas,True,False,8,8,19,1646,False,1180.827,3,3,0,1
False,False,Americas,False,False,12,9,18,404,False,274.224,1,4,1,3
False,True,Americas,False,False,19,6,26,869,False,54.333999999999996,1,3,0,2
False,False,Americas,True,True,8,10,24,806,False,779.5939999999997,1,6,0,3
True,False,Americas,False,False,14,10,24,1100,False,580.507,3,5,0,1
True,False,Americas,True,False,15,7,29,625,False,71.837,3,3,0,0
False,False,Americas,False,False,11,13,23,497,False,332.93199999999996,1,9,0,3
True,True,Americas,False,False,21,10,27,660,False,24.853,3,3,0,0
False,False,Asia,True,True,7,10,28,804,False,282.26099999999997,3,4,0,3
True,False,Americas,True,False,11,10,30,747,False,68.926,5,3,0,1
True,False,Americas,True,False,9,11,30,1407,False,448.13,3,5,0,1
False,False,Americas,True,False,13,6,36,1287,False,1222.0610000000001,1,5,0,0
False,True,Americas,True,False,10,26,18,319,False,19.319000000000006,5,3,0,0
True,False,Asia,False,False,17,10,34,965,False,56.12300000000001,3,3,0,3
False,False,Europe,False,False,10,8,36,693,False,500.712,1,4,0,3
True,True,Americas,False,False,8,13,32,2389,False,95.57799999999999,7,3,0,2
True,False,Asia,True,False,17,21,24,819,False,60.467,13,5,0,2
False,True,Americas,False,False,11,9,37,1322,False,426.69599999999997,1,6,0,2
True,False,Europe,True,False,4,5,46,894,False,208.487,2,0,0,0
True,False,Asia,True,False,8,29,28,1627,False,333.72,26,1,0,1
False,True,Americas,True,False,17,10,49,3797,False,231.287,1,5,0,4
True,True,Americas,False,False,5,22,47,2410,False,916.3710000000001,11,5,0,4
False,False,Americas,True,True,6,2,3,30,False,24.486,1,1,0,0
False,False,Europe,True,False,9,2,5,87,False,83.18299999999998,1,1,0,0
False,False,Asia,True,False,2,2,5,100,False,88.693,1,1,0,0
False,False,Americas,False,False,14,3,4,28,True,24.13,1,1,0,0
False,False,Europe,True,False,8,2,5,37,False,22.769000000000002,1,1,0,0
False,False,Americas,False,True,10,2,5,107,False,11.425999999999998,1,1,0,0
False,False,Europe,True,False,14,1,6,110,False,67.635,1,0,0,0
False,False,Europe,True,False,3,3,4,34,False,29.801,2,1,0,0
False,False,Oceania,False,False,1,3,4,41,False,2.87,2,1,0,0
False,False,Asia,True,False,23,2,6,995,False,969.796,1,1,0,0
False,False,Americas,False,False,21,1,7,112,False,68.925,1,0,0,0
False,False,Americas,True,False,23,4,5,28,True,20.114,2,1,0,0
False,False,Europe,False,False,8,3,6,290,False,17.917,2,1,0,0
False,False,Europe,True,False,12,1,8,265,False,195.30200000000002,1,0,0,0
False,False,Americas,True,False,18,2,7,189,False,169.497,1,1,0,0
False,False,Americas,False,False,21,2,7,137,False,3.6460000000000004,1,1,0,0
False,False,Americas,True,False,12,2,7,125,False,29.897,1,1,0,0
False,False,Americas,False,False,11,4,6,77,False,48.551,2,1,0,1
False,False,Americas,True,False,14,2,8,190,False,186.65599999999998,1,1,0,0
False,False,Europe,True,True,10,4,6,111,False,83.98299999999998,1,3,0,0
False,False,Asia,False,False,19,3,7,557,False,131.924,1,1,0,1
False,False,Asia,False,True,10,5,5,88,False,71.283,1,3,0,1
False,False,Asia,True,False,18,3,8,272,False,147.421,1,2,0,0
False,False,Americas,False,True,12,3,9,101,True,40.681,1,1,0,0
False,False,Asia,True,False,21,4,8,578,True,569.062,1,2,0,0
False,False,Americas,True,False,13,2,10,1263,False,400.542,2,0,0,0
False,False,Asia,True,False,21,3,10,171,True,137.909,1,1,0,0
False,False,Americas,True,True,8,2,11,400,False,249.274,1,1,0,0
False,False,Americas,True,False,19,3,10,449,True,428.156,2,0,0,0
False,False,Americas,True,False,9,4,10,154,True,147.743,1,1,0,1
False,False,Americas,True,True,5,4,10,177,True,134.741,1,1,0,0
False,False,Americas,True,False,14,2,12,251,False,210.519,1,1,0,0
False,False,Americas,False,False,11,3,12,590,False,501.902,1,2,0,0
False,False,Asia,True,False,9,2,13,139,False,22.342,1,1,0,0
False,True,Americas,False,False,13,2,13,310,False,24.381,1,1,0,0
False,False,Europe,True,False,13,3,12,193,False,188.983,1,2,0,0
False,False,Americas,True,True,0,3,12,172,False,130.019,1,1,0,1
False,False,Americas,True,True,7,2,14,1650,True,546.651,1,0,0,0
False,False,Europe,True,True,14,5,11,175,False,168.334,1,3,0,1
False,False,Americas,False,False,8,4,12,120,False,37.853,2,2,0,0
False,True,Americas,False,False,14,2,14,614,False,41.943999999999996,2,0,0,0
True,False,Asia,True,False,5,3,13,601,False,251.857,1,1,0,0
False,True,Americas,False,False,17,3,13,301,False,36.941,1,1,0,1
False,False,Americas,True,False,8,4,13,373,False,256.722,1,2,0,1
False,False,Europe,True,True,12,5,12,259,True,194.615,1,3,0,0
False,False,Americas,True,True,22,5,13,206,True,164.40400000000002,1,1,0,0
False,False,Americas,False,True,12,4,15,227,False,40.541,3,1,0,0
False,False,Americas,False,False,11,7,12,524,True,439.82,4,2,0,0
False,False,Americas,False,False,17,7,13,94,True,10.338,4,2,0,0
False,False,Americas,True,True,15,6,15,308,True,292.1620000000001,1,4,0,0
False,False,Americas,True,False,17,6,15,693,True,642.043,1,2,0,1
False,False,Asia,True,True,3,12,9,139,False,106.833,1,3,0,0
False,False,Americas,True,True,19,4,17,220,False,197.217,1,3,0,0
False,False,Americas,True,False,12,2,20,445,False,130.57299999999998,1,1,0,0
False,False,Americas,True,False,10,6,16,297,True,203.03599999999997,1,2,0,2
False,False,Europe,False,True,1,10,12,1639,True,146.63299999999995,6,1,0,0
True,False,Americas,True,True,18,7,15,453,False,82.83,2,4,0,0
False,True,Americas,False,False,20,6,16,211,False,53.413999999999994,3,3,0,0
True,False,Americas,False,False,18,7,16,271,False,167.69400000000005,3,3,0,0
True,False,Americas,True,True,19,7,16,1309,False,80.33,1,3,0,2
False,False,Americas,True,False,15,3,20,709,False,527.002,1,1,0,1
False,False,Americas,True,False,22,3,20,305,True,291.753,1,1,0,0
False,False,Asia,True,False,5,4,21,427,True,180.53400000000002,1,1,0,1
False,False,Europe,True,False,15,4,21,245,False,169.96599999999995,2,2,0,0
False,False,Asia,False,True,7,10,15,480,False,27.986,1,5,0,4
True,False,Americas,True,False,17,5,21,462,True,243.30900000000003,1,1,0,0
True,False,Americas,False,False,14,8,18,267,False,38.001999999999995,1,6,0,0
False,False,Americas,True,True,16,6,22,785,False,332.83099999999996,2,3,0,1
False,False,Americas,True,False,8,11,18,461,False,219.355,3,7,0,1
False,False,Americas,True,False,9,7,22,733,False,501.413,1,6,0,0
False,False,Americas,True,False,1,2,29,884,False,185.188,1,1,0,0
False,True,Americas,False,False,15,4,28,588,False,83.413,1,3,0,0
False,True,Americas,True,False,17,7,25,2195,True,233.942,1,2,2,0
False,False,Americas,True,False,15,10,23,1766,False,1663.477,4,6,0,0
False,False,Europe,True,False,3,9,27,336,False,56.871,5,4,0,0
False,False,Americas,False,False,18,12,25,212,False,114.603,1,6,0,5
True,False,Americas,False,False,10,7,30,388,False,15.626,3,3,0,0
False,False,Americas,False,True,11,7,30,1100,True,518.42,2,3,0,0
False,False,Americas,False,True,16,12,26,751,True,116.01700000000001,2,4,0,5
False,False,Asia,True,True,22,12,28,1488,True,1121.344,2,6,0,1
False,False,Americas,False,False,21,12,31,303,False,267.987,1,11,0,0
True,False,Americas,True,False,19,6,43,724,False,110.65100000000001,2,2,0,1
False,True,Americas,False,False,12,12,37,819,False,128.037,3,8,0,1
False,False,Americas,False,False,12,13,38,665,False,70.55199999999998,7,6,0,0
True,False,Americas,True,False,17,14,38,1163,False,612.9259999999998,3,10,0,0
False,True,Americas,False,True,16,18,35,802,False,244.07299999999998,1,16,0,1
False,False,Americas,True,True,14,17,37,1323,True,116.865,5,8,0,0
False,True,Americas,False,False,19,8,47,3809,True,929.957,3,4,0,0
False,True,Americas,False,False,16,13,43,528,False,78.42,6,7,0,0
False,False,Americas,True,False,7,39,18,1014,True,213.172,30,3,0,3
False,True,Americas,True,False,17,11,49,1495,True,68.01899999999999,2,4,0,1
False,False,Americas,False,False,18,21,44,800,False,106.14200000000001,5,10,0,6
False,False,Americas,True,False,23,18,54,1581,True,151.039,1,10,0,6
False,False,Americas,True,False,8,19,62,1431,True,1019.5089999999999,1,2,0,0
True,False,Americas,False,False,18,27,58,1046,False,28.963,4,14,0,5
True,False,Americas,False,False,19,26,65,2399,True,999.3660000000001,8,15,0,0
True,False,Americas,True,False,15,32,68,1696,False,30.403000000000002,9,18,0,2
True,False,Americas,False,False,21,38,62,1156,False,152.376,3,24,0,9
True,False,Americas,True,False,20,41,63,1106,False,714.335,1,36,0,1
False,False,Americas,False,False,9,45,88,3616,False,1306.619,4,23,0,18
True,False,Americas,True,False,22,59,134,4231,False,1774.421,3,39,0,16
False,False,Asia,True,False,10,2,13,372,True,220.16,1,0,0,0
False,False,Americas,True,True,18,16,24,175,True,105.62100000000001,2,11,0,1
False,False,Americas,False,False,15,1,1,5,False,0.0,1,0,0,0
False,False,Americas,False,True,3,2,3,13,False,10.603,1,1,0,0
False,False,Asia,True,False,2,2,4,69,False,65.675,1,1,0,0
False,False,Americas,False,False,10,2,4,52,False,41.821999999999996,1,1,0,0
False,False,Americas,False,False,10,2,4,21,False,14.911,1,1,0,0
False,False,Americas,False,False,8,2,4,333,False,328.94,1,1,0,0
False,False,Americas,True,True,21,2,4,72,False,43.79,1,1,0,0
False,False,Europe,True,False,7,2,5,47,False,44.147,1,1,0,0
False,False,Americas,True,False,10,3,4,24,True,20.954,1,1,0,0
False,False,Americas,True,False,15,2,5,63,False,41.54,1,1,0,0
False,False,Americas,True,False,22,2,6,124,False,55.202,1,1,0,0
False,False,Americas,False,False,22,2,6,49,False,21.660999999999998,1,1,0,0
False,False,Americas,False,False,22,2,6,66,False,22.691999999999997,1,1,0,0
False,False,Americas,False,False,22,2,6,59,False,39.211,1,1,0,0
False,False,Americas,False,False,17,2,6,260,False,252.898,1,1,0,0
False,False,Europe,True,False,5,2,6,97,False,70.616,1,1,0,0
False,False,Americas,True,False,10,2,6,48,False,8.815,1,1,0,0
False,False,Americas,False,False,11,1,8,191,False,11.218,1,0,0,0
False,False,Asia,False,True,3,2,7,313,False,236.75799999999998,1,1,0,0
False,False,Americas,True,False,20,2,7,86,False,74.13600000000002,1,1,0,0
False,False,Americas,False,False,13,2,7,125,False,18.792,1,1,0,0
False,False,Americas,False,False,17,2,7,48,False,39.034,1,1,0,0
False,False,Americas,False,False,8,1,8,154,False,39.597,1,0,0,0
False,False,Americas,True,False,17,4,6,73,True,69.26,1,2,0,0
False,False,Americas,False,False,16,2,8,73,False,70.442,1,1,0,0
False,False,Europe,False,False,4,2,8,147,False,71.45100000000002,1,1,0,0
False,False,Asia,True,False,21,2,8,464,False,410.986,1,1,0,0
False,False,Americas,False,False,7,2,9,118,False,6.4239999999999995,1,1,0,0
False,False,Europe,True,False,0,4,7,80,False,76.579,1,3,0,0
False,False,Americas,True,False,8,4,7,90,False,61.858000000000004,1,3,0,0
True,False,Europe,False,True,15,4,8,281,False,253.963,1,1,0,0
False,True,Americas,False,False,9,2,10,138,False,16.979,1,1,0,0
False,True,Americas,True,False,18,2,10,226,False,24.496,1,1,0,0
False,True,Americas,False,True,9,2,10,386,False,39.536,1,1,0,0
False,False,Americas,False,False,16,3,9,87,False,61.974,1,2,0,0
False,False,Americas,True,True,2,5,7,151,False,130.472,1,3,0,1
False,False,Europe,True,False,15,3,9,375,False,351.652,1,2,0,0
False,False,Americas,False,False,16,3,9,137,False,106.12200000000001,1,1,0,1
False,False,Asia,True,True,9,3,9,183,True,176.50599999999997,1,1,0,0
False,False,Americas,True,False,11,3,10,155,False,115.585,1,2,0,0
False,False,Americas,False,False,12,3,10,341,False,186.59799999999998,1,1,0,1
False,False,Americas,True,False,9,3,10,445,True,105.21700000000001,1,1,0,0
False,True,Americas,False,True,10,2,11,387,False,27.006999999999998,1,1,0,0
False,False,Americas,True,False,19,5,9,142,False,134.194,2,2,0,1
False,False,Americas,False,False,9,4,10,259,False,132.378,1,2,0,1
False,False,Americas,True,True,13,4,10,246,True,239.903,2,1,0,0
False,False,Americas,True,False,12,4,10,170,False,44.24100000000001,1,2,0,1
False,True,Americas,True,False,11,2,13,226,False,45.032,1,1,0,0
False,True,Americas,False,False,12,1,14,480,False,23.873,1,0,0,0
False,False,Americas,True,False,16,5,10,114,True,89.839,1,2,0,1
False,False,Americas,False,False,16,4,11,948,False,604.41,1,3,0,0
False,False,Europe,True,False,13,4,11,348,False,343.95,1,2,0,1
False,False,Asia,True,False,10,6,9,164,False,142.821,1,4,0,1
False,False,Americas,False,False,12,3,13,192,False,33.154,2,1,0,0
False,False,Americas,True,False,14,2,14,247,False,123.28399999999999,1,1,0,0
False,False,Americas,True,False,15,3,13,122,False,28.351999999999997,2,1,0,0
True,False,Americas,False,False,7,5,11,152,True,57.998999999999995,1,1,0,1
False,False,Americas,False,False,0,5,12,234,False,23.48,2,3,0,0
False,False,Americas,True,False,16,5,12,427,False,374.845,2,3,0,0
False,False,Asia,False,False,0,4,13,882,True,53.589,1,2,0,0
False,False,Americas,True,False,7,4,14,196,False,193.535,1,3,0,0
False,False,Americas,True,False,6,5,13,162,True,102.38,1,1,0,0
True,False,Europe,False,False,8,4,14,3190,False,1484.9579999999999,1,2,0,0
False,False,Americas,True,False,16,3,15,562,False,251.649,1,2,0,0
False,True,Americas,False,False,8,5,13,1339,False,1240.411,1,4,0,0
False,False,Americas,False,True,18,8,10,789,False,588.552,1,2,0,0
False,False,Americas,True,False,13,4,15,228,False,94.785,2,2,0,0
False,False,Americas,True,False,15,6,13,379,True,81.52600000000002,1,4,0,0
False,True,Americas,True,False,9,2,17,290,False,78.173,1,1,0,0
False,False,Asia,False,False,20,7,12,312,False,247.4,1,5,0,1
False,False,Americas,True,False,11,2,18,465,False,81.911,1,1,0,0
True,False,Americas,False,False,12,5,15,173,False,73.419,2,2,0,0
False,False,Asia,False,True,3,4,16,800,False,532.962,1,3,0,0
False,False,Europe,True,False,5,6,14,260,False,141.55200000000005,1,3,0,2
False,False,Americas,False,False,11,2,19,586,False,82.70200000000001,1,1,0,0
False,True,Americas,False,False,7,5,16,508,False,16.379,3,2,0,0
False,False,Americas,True,False,13,5,16,235,True,72.503,1,3,0,0
False,False,Americas,False,False,15,6,15,266,False,187.577,2,3,0,1
False,False,Americas,True,True,15,5,17,484,True,154.037,2,2,0,0
False,False,Americas,True,False,8,2,20,350,False,49.799,1,1,0,0
True,False,Americas,False,False,20,7,15,86,False,29.089000000000002,3,2,0,0
False,False,Asia,True,True,8,5,18,356,True,109.131,1,3,0,0
False,True,Americas,False,False,10,3,20,707,False,159.078,1,2,0,0
False,False,Americas,True,False,19,9,15,1269,True,456.38699999999994,2,4,0,2
False,True,Americas,False,False,11,5,19,277,False,39.754,4,1,0,0
False,False,Asia,False,False,22,6,18,565,False,54.375,2,4,0,0
False,False,Americas,True,False,23,8,17,196,False,108.67200000000001,2,5,0,1
False,False,Americas,False,False,11,3,22,1709,False,1273.465,1,1,0,1
True,False,Americas,False,False,9,8,17,1438,False,28.616,3,3,0,0
False,True,Americas,False,False,11,4,22,1683,False,1342.9370000000001,2,2,0,0
False,False,Americas,True,False,21,6,20,478,True,332.75699999999995,1,2,0,2
False,False,Americas,True,False,16,4,22,435,False,48.687,2,2,0,0
False,True,Americas,False,False,10,4,22,219,False,18.129,2,2,0,0
True,False,Americas,True,False,17,4,23,265,False,131.236,2,1,0,0
False,False,Americas,True,False,10,5,22,316,False,170.071,1,4,0,0
False,True,Americas,False,False,16,3,24,1483,False,355.223,1,1,1,0
False,False,Americas,True,False,14,5,23,909,False,904.2860000000001,1,3,0,1
False,True,Americas,False,False,20,6,22,705,False,90.34200000000001,3,3,0,0
False,False,Americas,True,False,6,6,22,584,False,123.932,1,5,0,0
False,False,Americas,True,True,19,6,22,504,False,60.803999999999995,2,4,0,0
False,True,Americas,False,False,11,5,23,803,False,175.19799999999995,4,1,0,0
False,False,Americas,False,True,5,9,20,422,True,57.913999999999994,4,3,0,1
False,False,Asia,True,False,12,11,18,1817,False,362.695,6,4,0,1
False,False,Americas,True,False,14,5,24,375,False,201.33700000000002,2,2,0,1
False,False,Americas,True,False,11,5,25,351,False,147.333,1,4,0,0
False,False,Americas,True,False,7,3,28,250,False,58.5,1,2,0,0
False,True,Americas,False,False,9,3,30,1020,True,33.242,1,1,0,0
False,False,Americas,False,False,19,9,25,611,False,369.36,2,6,0,1
False,False,Americas,True,False,19,7,27,327,True,173.502,2,4,0,0
False,False,Americas,True,False,23,6,28,599,False,73.907,3,3,0,0
False,False,Americas,False,False,14,7,28,990,False,50.666000000000004,3,3,0,1
False,False,Americas,False,True,17,12,24,414,False,252.271,8,4,0,0
False,False,Americas,True,False,14,11,25,1502,False,132.662,4,7,0,0
False,True,Americas,False,False,15,7,30,411,False,169.622,3,4,0,0
False,False,Americas,True,False,12,8,31,355,False,274.468,2,4,0,2
False,False,Americas,True,False,23,7,32,1632,False,68.008,3,4,0,0
False,False,Americas,False,False,10,5,34,4398,False,1748.58,3,2,0,0
False,False,Americas,True,False,8,7,33,1592,False,1151.1589999999999,2,5,0,0
True,False,Americas,False,False,11,10,32,607,False,48.26300000000001,2,4,0,3
False,True,Americas,True,False,6,11,31,568,False,277.565,1,8,0,2
False,True,Americas,False,False,7,7,35,804,False,55.626999999999995,2,5,0,0
False,False,Americas,True,True,14,12,30,652,True,173.109,1,5,0,4
False,False,Americas,False,False,17,7,36,997,True,994.155,1,5,0,0
False,True,Americas,True,True,18,8,35,1262,True,82.60799999999998,1,3,0,0
True,True,Americas,True,True,9,12,31,758,True,97.021,3,6,0,0
True,False,Americas,True,True,15,7,36,1456,True,1096.458,2,3,0,0
False,False,Americas,True,False,8,9,37,346,True,44.513999999999996,4,4,0,0
False,False,Americas,True,False,19,10,36,877,False,294.39799999999997,1,6,0,3
False,True,Americas,True,False,10,12,34,578,False,32.685,6,6,0,0
False,False,Americas,False,False,5,16,31,445,False,296.601,5,11,0,0
False,True,Americas,False,False,10,12,38,628,False,157.315,3,5,0,4
False,True,Americas,False,False,12,9,41,766,False,65.273,5,4,0,0
True,True,Americas,False,False,6,7,45,1628,False,270.976,2,2,0,0
False,False,Asia,True,False,3,21,35,522,True,93.404,9,11,0,0
False,True,Americas,True,False,8,7,51,1196,True,292.693,2,4,0,0
False,True,Americas,True,False,12,10,48,882,True,344.157,2,5,0,2
False,True,Americas,True,False,17,13,45,932,False,187.628,3,10,0,0
True,True,Americas,False,False,9,11,47,2858,False,74.916,5,4,0,1
False,True,Americas,False,False,9,12,47,581,False,49.85,7,5,0,0
False,True,Americas,True,True,19,17,43,864,True,493.05400000000003,2,10,0,3
False,True,Asia,False,False,23,9,51,4704,False,2340.677,2,7,0,0
False,False,Americas,True,False,11,17,43,924,False,199.641,3,8,0,6
False,True,Americas,False,False,7,18,43,1151,False,523.585,9,9,0,0
True,False,Americas,False,False,7,18,43,3261,False,50.122,6,8,0,1
True,False,Americas,True,False,8,19,45,426,True,68.665,8,8,0,0
False,False,Europe,True,False,7,16,48,504,True,65.298,7,6,0,1
True,True,Americas,True,False,10,9,57,1504,False,50.762,3,4,0,1
False,True,Americas,True,False,11,15,51,744,False,81.915,7,7,0,1
False,False,Americas,False,True,23,19,51,1423,True,456.629,4,10,0,4
True,True,Americas,False,False,10,16,56,858,False,124.155,6,9,0,0
False,True,Americas,True,False,6,21,51,1565,False,85.021,7,12,0,2
False,False,Europe,True,True,1,57,18,70,False,35.717,20,17,0,20
False,True,Americas,False,False,7,15,60,3428,False,26.267,6,9,0,0
True,False,Asia,True,False,23,23,55,744,False,264.796,5,17,0,0
False,True,Americas,True,False,21,10,70,1392,False,715.2669999999997,1,8,0,1
False,False,Europe,True,True,15,21,59,1312,False,497.64599999999996,5,13,0,3
False,False,Americas,True,False,23,20,64,1006,False,599.5459999999998,1,11,0,8
True,False,Americas,False,False,10,16,69,1222,False,160.278,5,9,0,0
True,True,Americas,False,False,20,23,63,1971,False,54.794,9,11,0,0
False,False,Americas,True,False,20,31,56,877,False,196.644,1,22,0,8
True,True,Americas,True,False,5,24,71,1925,True,735.0989999999997,3,11,0,8
True,False,Americas,True,False,4,34,64,1605,False,231.05700000000002,15,18,0,0
True,False,Americas,False,False,18,18,90,1187,False,592.818,4,10,0,2
True,False,Americas,False,False,6,38,72,1341,False,947.503,4,21,0,11
False,False,Americas,False,False,10,41,76,888,True,28.651999999999997,8,19,0,13
True,False,Americas,False,False,20,35,85,1716,False,1056.165,7,17,0,10
False,True,Americas,True,False,14,24,96,3555,False,60.74,10,12,0,2
True,True,Americas,True,False,19,38,86,1894,False,218.27900000000002,19,18,0,0
False,True,Americas,False,False,14,34,96,1513,False,522.587,11,22,0,1
False,True,Americas,False,False,15,40,92,2269,False,1208.876,20,20,0,0
False,False,Americas,False,True,13,28,106,4050,True,366.68300000000005,13,13,0,1
True,False,Asia,False,False,23,42,92,2039,True,75.385,7,17,0,8
False,False,Americas,True,True,23,37,109,2219,True,198.31599999999997,5,20,0,9
False,False,Americas,True,False,20,83,72,916,False,410.80400000000003,1,11,0,2
True,False,Americas,False,False,17,53,139,4084,True,337.282,17,17,1,3
False,False,Americas,True,False,13,111,147,2313,True,264.654,1,61,0,48
False,False,Americas,False,False,8,2,6,59,False,56.965,1,1,0,0
False,False,Asia,False,False,15,3,7,112,True,46.39,1,1,0,0
False,False,Europe,True,False,6,10,16,228,True,109.367,3,6,0,0
True,True,Americas,False,False,7,11,35,1863,False,38.77,2,4,0,4
False,False,Americas,True,False,7,16,47,634,False,140.364,4,10,0,2
False,False,Americas,True,False,11,2,2,40,False,28.406,2,0,0,0
False,False,Americas,False,False,20,2,4,17,False,16.979,1,1,0,0
False,False,Americas,True,False,9,2,4,73,False,69.574,1,1,0,0
False,False,Americas,True,True,20,2,4,219,False,166.305,2,0,0,0
False,False,Americas,False,False,10,3,3,20,False,10.357999999999999,2,1,0,0
False,False,Americas,False,False,8,1,6,1618,False,562.484,1,0,0,0
False,False,Asia,False,False,7,3,4,29,True,22.054000000000002,1,1,0,0
False,False,Americas,True,False,20,3,4,85,False,80.9,1,2,0,0
False,False,Americas,True,False,11,2,6,200,False,182.112,1,1,0,0
False,False,Europe,True,False,1,3,5,231,True,224.412,1,1,0,0
False,False,Asia,True,True,16,2,6,164,False,119.89299999999999,1,1,0,0
False,False,Asia,True,True,21,4,5,39,True,35.476,1,1,0,0
False,False,Europe,True,False,6,2,7,704,False,686.778,1,1,0,0
False,False,Europe,True,False,5,3,7,595,False,92.829,2,1,0,0
False,False,Asia,True,False,5,3,7,498,False,493.836,1,2,0,0
False,False,Americas,True,False,19,2,8,307,False,65.12100000000001,1,1,0,0
False,False,Asia,True,False,5,4,6,76,False,31.397,2,2,0,0
False,False,Americas,True,False,8,3,8,853,True,820.295,1,1,0,0
False,False,Americas,True,False,20,3,8,175,False,94.226,1,1,0,1
False,False,Americas,False,False,11,3,8,124,True,121.492,1,1,0,0
False,False,Europe,True,False,3,1,10,270,False,170.485,1,0,0,0
False,False,Americas,True,False,8,4,7,102,False,97.98299999999999,1,2,0,1
False,False,Americas,True,False,16,4,7,84,False,84.00399999999998,1,3,0,0
True,False,Americas,False,False,11,3,8,891,False,811.305,1,1,0,0
False,False,Americas,False,False,15,4,8,88,False,76.446,2,1,0,1
False,False,Americas,True,False,8,2,10,177,False,98.90100000000001,1,1,0,0
False,False,Americas,True,False,18,2,10,166,False,157.185,1,1,0,0
False,False,Americas,True,False,12,3,9,76,False,66.869,1,2,0,0
False,True,Americas,False,False,15,2,10,267,False,14.6,1,1,0,0
False,False,Americas,False,False,12,1,11,1267,False,350.085,1,0,0,0
False,False,Americas,False,False,8,2,10,124,False,22.881999999999998,1,1,0,0
True,False,Asia,False,False,3,4,8,71,False,30.587,1,1,0,0
False,False,Europe,False,False,23,3,9,114,False,34.145,2,1,0,0
False,False,Asia,True,False,23,4,8,227,False,135.006,2,2,0,0
False,False,Asia,True,True,18,4,8,253,False,205.64700000000002,1,3,0,0
False,False,Americas,True,False,1,2,11,427,False,33.303000000000004,1,1,0,0
False,False,Europe,True,False,5,3,10,141,False,30.211,2,1,0,0
False,True,Americas,False,False,7,3,10,332,True,48.43600000000001,1,1,0,0
False,False,Europe,True,False,4,2,11,2126,False,2019.2479999999998,1,1,0,0
False,False,Americas,True,False,7,2,11,193,False,135.09,1,1,0,0
False,False,Americas,False,False,15,5,8,152,True,102.565,1,2,0,1
False,True,Americas,False,False,13,2,11,209,False,13.595,1,1,0,0
False,False,Americas,True,False,21,2,12,143,False,31.3,1,1,0,0
False,True,Americas,True,False,13,2,12,158,False,24.123,1,1,0,0
False,False,Americas,True,False,17,4,11,1210,False,1206.708,1,3,0,0
True,False,Europe,True,False,7,3,12,204,False,162.253,1,1,0,0
False,False,Americas,True,False,14,1,14,328,False,71.542,1,0,0,0
False,False,Americas,True,False,18,4,11,210,False,139.123,2,2,0,0
False,False,Americas,True,True,9,4,11,346,True,340.548,1,2,0,0
False,False,Americas,False,False,11,5,10,442,False,139.942,2,3,0,0
False,False,Americas,True,False,8,5,10,217,True,78.344,1,2,0,0
